施設CD,施設名
260306967,にしかわ内科医院
260306975,にう診療所
260307007,久保山医院
260307015,吉田医院
260307023,医療法人財団康生会　京都壬生苑診療所
260307049,医療法人　愛厚会　一色整形外科医院
260307056,高岡医院
260307098,草場消化器クリニック
260307106,中川クリニック
260307114,医療法人　島津医院
260307130,松永医院吉忠内分院
260307148,安威医院
260307189,玉垣内科医院
260307197,医療法人　多田消化器クリニック
260307205,杉本クリニック　泌尿器科・皮膚科
260307221,医療法人財団　康生会　柳馬場武田クリニック
260307239,森島医院
260307254,医療法人　前田医院
260307262,医療法人大澤会　大澤クリニック
260307270,正木医院
260307288,ふじたみつえクリニック
260307304,医療法人田村秀子婦人科医院
260307312,みぶ村上クリニック
260307320,中央診療所
260307353,北村星池診療所
260307361,医療法人　博友会　まるいクリニック
260307379,林整形外科医院
260307403,柴垣外科医院
260307411,公益社団法人京都保健会　京都民医連太子道診療所
260307452,清子クリニック
260307486,田中整形外科医院
260307494,医療法人社団稜歩会四条河原町クリニック
260307502,ナガイ医院
260307510,川口クリニック
260307528,一色クリニック
260307536,烏丸姉小路はやしクリニック
260307551,烏丸御池中井クリニック
260307569,医療法人西大路病院　池須町クリニック
260307577,真理子こころのクリニック
260307585,金井塚医院
260307601,川口医院
260307627,杉本医院
260307635,北辰堂　眼科クリニック
260307643,医療法人　ふち内科クリニック
260307668,保科医院
260307676,医療法人　うえだ医院
260307684,ひろしまクリニック
260307700,山元病院
260307734,髙岡胃腸医院
260307742,医療法人華桃会　さとう耳鼻咽喉科
260307759,川井医院
260307767,政医院
260307775,かねみつクリニック
260307783,二条駅前なかみち皮膚科クリニック
260307809,医療法人和行会　二条駅前クリニック
260307817,たかぎクリニック
260307825,医療法人　川崎医院
260307841,中西医院
260307858,医療法人　ゆうクリニック
260307866,医療法人社団青樹会　青木クリニック
260307874,たけのうち耳鼻咽喉科クリニック
260307916,松本医院
260307932,白川医院
260307940,むらた医院
260307965,山木女性クリニック
260307981,瀬戸クリニック
260307999,仁尾外科クリニック
260308005,医療法人久遠会　木戸医院
260308021,医療法人桜花会　高林有道クリニック
260308039,京極クリニックかなうち
260308047,にしはら耳鼻咽喉科
260308054,北尾クリニック
260308062,特定医療法人桃仁会　烏丸透析クリニック
260308070,サカイクリニック
260308088,藤原診療所
260308104,医療法人京樹会　福島クリニック
260308112,医療法人社団医京会　室町クリニック
260308120,任医院
260308138,たはた診療所
260308146,木村耳鼻咽喉科医院
260308161,わだアイクリニック
260308179,医療法人社団真医会　御池眼科池田クリニック
260308187,医療法人　中村皮ふ科医院
260308195,清水整形外科
260308203,松野医院
260308211,医療法人　綾直会　まつおこどもクリニック
260308229,観音町クリニック
260308237,にしじま眼科
260308245,鳥居内科
260308252,なかい耳鼻咽喉科
260308260,ワタナベ皮膚科
260308278,キハラ皮フ科
260308286,からすま和田クリニック
260308294,医療法人　細田レディースクリニック
260308302,はやし神経内科
260308310,林ハートクリニック
260308328,いちおか泌尿器科クリニック
260308344,京都市急病診療所
260308351,ささきペインクリニック
260308369,医療法人温心会　おがわ内科呼吸器内科医院
260308377,医療法人京樹会　京樹会四条烏丸耳鼻咽喉科
260308385,梶田泌尿器科クリニック
260308393,医療法人　知音会　四条烏丸クリニック
260308401,杉本医院からすま錦メンタルクリニック
260308419,内科・消化器内科　岩野医院
260308427,医療法人社団真医会　四条烏丸眼科小室クリニック
260308435,しまもと眼科
260308443,泌尿器科上田クリニック
260308450,医療法人　医音会　友愛診療所
260308468,医療法人ささき小児科
260308476,医療法人　加藤乳腺クリニック堀川御池
260400539,京都回生病院
260401222,内科小児科松田医院
260401446,青木眼科医院
260402030,市田診療所
260402139,橋本医院
260402196,医療法人健康会　内浜診療所
260402212,浜松医院
260402360,播岡医院
260402501,東條医院
260402741,岸本内科医院
260402766,辰巳医院
260402832,医療法人健康会　総合病院京都南病院
260402923,竹中医院
260402956,藤原産婦人科医院
260402980,財団法人東光会　七條診療所
260403012,橋本整形外科診療所
260403046,荒垣医院
260403137,川島医院
260403301,川喜多医院
260403343,龍谷大学大宮診療所
260403350,檜垣医院
260403376,深江形成　整形外科医院
260403517,山下耳鼻咽喉科医院
260403608,大熊眼科医院
260403616,医療法人愛友会　明石病院
260403871,京都医療生活協同組合　中野眼科京都駅前診療所
260403913,横江医院
260403947,医療法人啓信会京都四条病院
260403962,神田外科診療所
260403996,冨井医院
260404010,医療法人大岡医院　七条診療所
260404028,間嶋胃腸科内科医院
260404036,沢本眼科医院
260404069,富岡医院
260404101,第二南診療所
260404176,医療法人啓信会　京都四条診療所
260404275,京都医療生活協同組合　中野眼科四条分院
260404317,医療法人親友会　島原病院
260404325,木津屋橋武田病院
260404358,渡辺医院
260404416,医療法人社団　河合医院
260404424,医療法人ふじた医院
260404465,医療法人社団　兵耳鼻咽喉科医院
260404481,重住眼科医院
260404515,アライ眼科医院
260404531,医療法人　中島会　戸田眼科
260404549,医療法人　福島医院
260404556,医療法人社団悠和会　松島医院
260404598,青木眼科診療所
260404622,医療法人　冨士森形成外科医院
260404648,上田医院
260404671,かきた内科医院
260404697,医療法人　岡﨑医院
260404713,松田久医院
260404739,医療法人　小畑内科クリニック
260404754,肥後診療所
260404770,藤本医院
260404804,医療法人　種田産婦人科
260404812,医療法人仏光会　小西仏光寺診療所
260404838,医療法人円相会　渡邊医院
260404853,中西医院
260404879,安東医院
260404911,医療法人　佐伯医院
260404952,医療法人　鈴木内科医院
260405058,南部産婦人科医院
260405090,医療法人　山川医院
260405116,医療法人　水越医院
260405124,武田病院
260405173,西本願寺あそか診療所
260405181,京都タワー泉谷医院
260405199,医療法人健康会　千本診療所
260405231,医療法人財団康生会　武田医院
260405249,医療法人　財団康生会タケダクリニック
260405272,四条高倉大川クリニック
260405306,産科婦人科福岡医院
260405322,医療法人　西澤内科医院
260405348,医療法人創健会西村診療所
260405363,谷山クリニック
260405405,医療法人弘操会　馬淵診療所
260405413,医療法人三輪眼科
260405447,勝見医院
260405454,西山医院
260405462,まつお小児科アレルギークリニック
260405488,三船整形外科医院
260405512,松岡眼科医院
260405538,たけのうちクリニック
260405546,松繁外科医院
260405579,広沢医院
260405603,医療法人社団　和田クリニック
260405611,前田内科医院
260405629,田口整形外科医院
260405645,武田医院
260405652,医療法人　佐々木医院
260405660,医療法人　立岡神経内科
260405686,内科　田中医院
260405736,医療法人里仁会　たきがみ医院
260405744,佐藤医院
260405751,大岩医院
260405785,医療法人　池田クリニック京都
260405793,医療法人財団　医恵会　七条武田クリニック
260405801,清水ヴェリィ形成外科クリニック
260405827,山本医院
260405835,整形外科こやなぎクリニック
260405843,医療法人社団　恵心会　京都武田病院
260405850,田原メンタルクリニック
260405868,ふてんま医院
260405918,やすおか医院
260405926,医療法人　三宝会　小笠原クリニック
260405942,医療法人財団康生会　タケダ放射線科クリニック
260405959,医療法人社団洛和会　矢野医院
260405967,井上医院
260405975,たかはしクリニック
260405991,飛田医院
260406007,京都駅前金子眼科クリニック
260406015,児嶋医院
260406023,たなか睡眠クリニック
260406072,かわむら内科
260406098,医療法人愛和会　あわの診療所
260406106,ひまわりクリニック京都
260406114,田中晶子クリニック
260406130,クリニック磯田
260406148,医療法人　岡林医院
260406163,きしもと内科クリニック
260406171,四条アンチーエイジングクリニック
260406205,皮膚科　岡田佳子医院
260406213,井上クリニック糖尿病センター
260406221,いかだ皮膚科クリニック
260406239,財団法人高雄病院　京都駅前診療所
260406247,鈴木クリニック
260406262,渡辺医院
260406296,井上医院
260406304,ゆかり皮フ科クリニック
260406312,木谷内科医院
260406320,医療法人社団癒合会　高輪クリニック京都
260406338,医療法人稲門会　四条烏丸メンタルクリニック
260406395,医療法人社団西新宅　小西医院
260406403,医療法人社団貴順会　崇仁診療所
260406411,河原町アイクリニック
260406429,のぶ耳鼻咽喉科クリニック
260406445,いせき眼科医院
260406460,川口耳鼻咽喉科クリニック
260406478,ごうだクリニック
260406486,河合医院　分院
260406494,柳診療所
260406510,循環器内科・内科　まつばらクリニック
260406528,くぼた泌尿器科クリニック
260406536,あいこ皮フ科クリニック
260406544,明徳漢方内科
260406551,やまぐちクリニック
260406569,西七条診療所
260406585,梅鉢医院
260406593,医療法人　祥風会　烏丸五条みどりクリニック
260406619,横村医院
260406627,新京都南病院
260406635,たけだ診療所
260406643,たちばなクリニック
260406650,栄仁会京都駅前メンタルクリニック
260406668,医療法人　菅原クリニック
260406676,池田西洞院クリニック
260406684,医療法人財団康生会　京都駅前武田透析クリニック
260406692,松尾外科医院
260406700,医療法人財団康生会　康生会クリニック
260406718,ホリイ内科クリニック
260406726,医療法人社団美友会　産科・婦人科松本クリニック
260406734,志馬クリニック四条烏丸
260406742,医療法人　青木医院
260406759,耳鼻咽喉科　加藤医院
260406767,瀬尾クリニック
260500031,公益社団法人京都保健会　九条診療所
260500205,医療法人同仁会（社団）京都九条病院
260500296,奥田外科医院
260500569,山本医院
260500627,札ノ辻診療所
260500833,東九条診療所
260500916,公益社団法人京都保健会　吉祥院病院
260501112,舞鶴医院
260501229,藤代医院
260501310,小谷医院
260501328,医療法人財団医道会　十条リハビリテーション病院
260501393,藤田医院
260501476,田井医院
260501633,桑名医院
260502037,医療法人財団今井会足立病院　第二足立病院
260502086,医療法人社団親和会　吉川眼科病院
260502185,岡本医院
260502243,沖田皮膚科医院
260502276,波柴内科医院
260502284,オーツボ診療所
260502326,公益社団法人京都保健会　久世診療所
260502334,島岡医院
260502425,森田医院
260502441,堀場製作所田辺診療所
260502466,ＮＴＴ西日本京都病院
260502516,医療法人社団　山下医院
260502540,小山内科・循環器科医院
260502557,医療法人社団　清水医院
260502607,医療法人社団　清水医院樫藤鉄工所分院
260502623,医療法人　飯田医院
260502631,医療法人　米林眼科医院
260502656,正木医院
260502664,金山医院
260502672,医療法人恵周会　竹内医院
260502680,医療法人　小林整形外科医院
260502706,内田医院
260502714,吉祥院診療所
260502722,京都市山ノ本診療所
260502730,婦人科宮脇医院
260502771,布施耳鼻咽喉科医院
260502789,横山整形外科
260502805,渡辺整形外科医院
260502839,東整形外科
260502847,関医院　内科循環器科
260502888,永井診療所
260502938,髙木小児科医院
260502953,尾石クリニック
260502961,医療法人啓生会やすだ医院
260502979,医療法人大築山診療所
260502987,公益社団法人京都保健会　あらぐさ診療所
260502995,公益社団法人京都保健会　吉祥院こども診療所
260503001,大矢医院
260503019,秦　診療所
260503027,医療法人　大森医院
260503043,堀井眼科クリニック
260503050,医療法人　耳鼻咽喉科　和多田医院
260503068,八木クリニック
260503076,宇都宮循環器科
260503084,京都市健康増進センター診療所
260503100,医療法人大築山診療所付属診療所
260503118,同仁会クリニック
260503126,岡本クリニック
260503134,宮谷眼科医院
260503142,飯塚医院
260503159,くらた医院
260503167,医療法人社団健貢会　山田医院
260503175,医療法人社団景和会　大内眼科
260503191,檜垣医院
260503209,光仁病院
260503217,もりいじゅん外科内科クリニック
260503241,医療法人　天翔会　第二上田リハビリテーション診療所
260503258,おおいしクリニック
260503266,清水診療所
260503274,医療法人　ますぎクリニック
260503282,しらす整形外科医院
260503290,永谷クリニック
260503308,札ノ辻仮診療所
260503316,医療法人理心会　アサコ診療所
260600294,一般財団法人日本バプテスト連盟医療団　総合病院　日本バプテスト病院
260600484,一般財団法人　川越病院
260600849,医療法人寿尚会　洛陽病院
260600963,山名医院
260601268,清野医院
260601342,社団法人信和会　京都民医連第二中央病院
260601532,籏持外科
260601631,医療法人三幸会　北山病院
260601839,医療法人稲門会　いわくら病院
260601938,郷原医院
260602308,京都府医師会百井診療所
260602316,京都府医師会尾見診療所
260602563,高瀬医院
260602589,西山外科医院
260602605,医道会　神経・内・外科・レントゲン科診療所
260602670,菅医院
260602910,医療法人三幸会　第二北山病院
260603017,橋本産婦人科内科医院
260603165,京都府医師会鞍馬診療所
260603231,井村耳鼻咽喉科医院
260603421,貝塚医院
260603454,岡村医院
260603488,越智医院
260603546,近藤外科医院
260603611,谷口胃腸科内科医院
260603660,医療法人社団順和会　京都下鴨病院
260603702,特別養護老人ホーム市原寮静市診療所
260603868,中野神楽岡医院
260603991,真鍋医院
260604023,和田胃腸科医院
260604080,社団法人信和会　川端診療所
260604122,特別養護老人ホーム静原寮静原診療所
260604148,内科平位医院
260604197,山本胃腸科医院
260604205,松ヶ崎小柳津医院
260604288,内科原診療所
260604338,医療法人社団頌徳会　比叡病院
260604361,たか野診療所
260604528,医療法人社団糺森翠泉会　森産婦人科医院
260604536,上原医院
260604544,特別養護老人ホームバプテストホーム診療所
260604601,医療法人社団貴順会　川病院
260604684,藤原医院
260604791,西村眼科医院
260604817,垣内医院
260604858,医療法人髙清会　髙折病院
260604924,小泉眼科医院
260604932,吉田眼科医院
260604957,医療法人　八田内科医院
260604965,門元医院
260605012,鶴岡耳鼻咽喉科医院
260605020,後藤医院
260605061,医療法人仁愛会　川村産婦人科
260605079,医療法人社団行陵会　京都大原記念病院
260605095,医療法人社団誠仁会　伊藤病院
260605129,江部診療所
260605137,嶋村医院
260605145,医療法人　藤田医院
260605160,髙本医院
260605178,医療法人　山添医院
260605186,医療法人　原医院
260605194,医療法人社団　金丸診療所
260605202,医療法人社団　川浪眼科医院
260605210,医療法人社団　塩見医院
260605228,医療法人社団　隅田眼科医院
260605236,医療法人社団三裕会　嶋田外科医院
260605301,峯松医院
260605327,医療法人社団幸得会　貫戸産婦人科医院
260605350,医療法人・社団　中村医院
260605368,医療法人社団　佐藤耳鼻咽喉科気管食道科医院
260605376,医療法人　堀居医院
260605418,横山医院
260605434,田村医院
260605459,医療法人　十倉医院
260605475,医療法人　澤村整形外科医院
260605491,医療法人社団　テイ医院
260605509,医療法人社団貴正会　仁王門村上診療所
260605541,そかい内科医院
260605632,医療法人社団　安達消化器科・内科医院
260605640,医療法人陽光会　やまぐち医院
260605665,高橋医院
260605673,西村小児科内科医院
260605681,やまぎわ整形外科
260605699,大前医院
260605707,原山眼科医院
260605715,医療法人　小宮耳鼻咽喉科医院
260605723,山本医院
260605749,皮膚科内科小野医院
260605764,医療法人　耳鼻咽喉科松岡医院
260605798,鈴鹿内科医院
260605806,医療法人　橋本医院
260605822,医療法人　鈴木診療所
260605830,医療法人　石川耳鼻咽喉科医院
260605863,カヤマ耳鼻咽喉科医院
260605897,医療法人鴨葵会　市田医院
260605913,つの田医院
260605939,三品医院
260605947,木戸診療所
260605954,那須医院
260605970,医療法人社団　中島医院
260605996,医療法人社団　丹羽内科医院
260606010,つとう医院
260606028,医療法人社団　磯辺内科医院
260606044,医療法人　さやま医院
260606051,菅内科医院
260606069,藤竹医院
260606085,宗皮膚科・病理診断科医院
260606093,社団法人信和会　京都民医連洛北診療所
260606119,医療法人社団　坂口循環器科内科医院
260606127,井手医院
260606135,ちふ医院
260606168,浮田医院
260606184,橋本医院
260606192,西村医院
260606234,田中淳夫内科診療所
260606267,医療法人清久会　飯田医院
260606283,医療法人祥正会　藤原内科
260606291,細谷眼科医院
260606309,ごとう内科医院
260606317,しばの整形外科
260606333,有馬医院
260606366,医療法人社団頌徳会修学院病院
260606382,佐治内科医院
260606390,バプテスト眼科クリニック
260606408,たていし小児科クリニック
260606424,ヨネダ岩倉診療所
260606432,社団法人信和会京都民医連あすかい診療所
260606465,瀧本小児科医院
260606473,渡医院
260606481,池田医院
260606499,山本クリニック
260606507,平野皮膚科医院
260606523,かどや小児科
260606531,北山通ソウクリニック
260606556,医療法人山口整形外科医院
260606580,大久保クリニック
260606598,桐山眼科医院
260606606,にしざわ眼科
260606630,人見整形外科医院
260606671,桑原クリニック
260606697,医療法人　西川医院
260606705,児嶋耳鼻咽喉科
260606713,井上医院
260606721,北川内科医院
260606739,大原在宅診療所
260606747,医療法人　佐藤皮膚科医院
260606754,そうまクリニック
260606804,社会福祉法人市原寮　花友診療所
260606812,浮村胃腸科医院
260606838,草場内科医院
260606853,ながた耳鼻咽喉科
260606861,出木谷医院
260606879,医療法人　透生会　二条赤木診療所
260606887,医療法人　社団　ウエノ診療所
260606929,大西皮膚科クリニック
260606937,耳鼻咽喉科・内科　堀医院
260606945,医療法人天翔会　上田リハビリテーション診療所
260606952,耳鼻咽喉科　内藤クリニック
260606960,加藤胃腸科内科医院
260606986,増田医院
260607000,中上クリニック
260607026,耳鼻咽喉科・アレルギー科　柴田クリニック
260607034,三浦診療所
260607083,竹村診療所
260607091,のざき整形外科医院
260607109,医療法人透生会　北白川クリニック
260607117,医療法人　ふくもちこどもクリニック
260607133,恒村医院
260607141,おおせこ内科
260607158,日比野内科医院
260607166,医療法人　翠川医院
260607182,たなか眼科クリニック
260607208,京都府医師会　久多診療所
260607216,松村皮膚科医院
260607224,志熊医院
260607232,かわみ皮膚科
260607240,医療法人　石川医院
260607257,医療法人財団医恵会　聖護院皮膚科クリニック
260607265,三嶋医院
260607273,林医院
260607281,社会福祉法人市原寮　はなせ診療所
260607299,山川内科医院
260607323,医療法人社団医聖会　百万遍クリニック
260607331,医療法人社団神野医院　くまのクリニック
260607349,医療法人社団　いじち医院
260607356,おくだ在宅クリニック
260607364,いはら内科クリニック
260607372,ほそたにクリニック
260607380,医療法人一仁会脳神経リハビリ北大路病院
260607406,もりした循環器科クリニック
260607414,菅　典道クリニック
260607422,皮膚科・美容皮膚科　のぶはら　さとみクリニック
260607430,まつもとクリニック
260607448,医療法人医友会　サトウ心臓血管外科クリニック
260607455,バプテスト在宅ホスピス緩和ケアクリニック
260607489,橋本医院
260607497,くみこアレルギークリニック
260607505,ひらたけこどもクリニック
260607513,有井小児科医院
260607521,岡村医院
260607539,腎臓・泌尿器科　髙田クリニック
260607547,医療法人もりもとレディースクリニック
260607554,松下医院
260607562,北山通り松ヶ崎クリニック
260607570,立石クリニック
260607588,いわさきクリニック
260607596,葛岡整形外科医院
260607604,医療法人　岡野医院
260607612,ウラデ整形外科医院
260607638,しげまりこ皮膚科クリニック
260607646,万井医院
260607653,臼井医院
260607661,中山眼科クリニック
260607679,医療法人　北村クリニック
260607687,医療法人わたなべクリニック
260612208,平野医院
260614097,加藤小児科医院
260700235,財団法人仁風会　嵯峨野病院
260700318,医療法人新生十全会　京都双岡病院
260700524,高柳医院
260701068,東映京都診療所
260701480,黒田整形外科・形成外科医院
260701589,京都府医師会水尾診療所
260701597,京都府医師会越畑診療所
260701845,神ノ木医院
260702207,公益社団法人京都保健会　春日診療所
260702322,一般社団法人視力愛護協会　富井眼科診療所
260702645,伊藤医院
260702710,亀井診療所
260702900,社会医療法人太秦病院
260703049,北尾眼科医院
260703080,宮下医院
260703098,辻田医院
260703163,多田診療所
260703270,百代医院
260703429,西京病院
260703460,小島医院
260703726,朝隈医院
260703809,健光園診療所
260703866,加藤医院
260703973,藤原医院
260703999,松浦医院
260704021,神部眼科医院
260704179,医療法人淳宰晃会　宮崎神経科嵯峨病院
260704195,泉谷医院
260704211,金岡内科医院
260704245,村上医院
260704252,イトウ診療所
260704260,西京極診療所
260704286,山ノ内診療所
260704294,松田医院
260704302,寺尾眼科医院
260704328,田代医院
260704401,木暮医院
260704419,特別養護老人ホーム嵐山寮診療所
260704435,池田外科医院
260704450,岩田医院
260704500,神山医院
260704575,林医院
260704583,医療法人社団三喜会　伊東泌尿器科医院
260704641,医療法人社団圭春会　梅の宮医院
260704658,医療法人社団　爽明会　土井診療所
260704690,医療法人社団　太田診療所
260704708,岩田眼科医院
260704716,医療法人社団　柏木内科整形外科医院
260704724,山本整形外科医院
260704740,四条診療所
260704757,医療法人社団明徳会　中川診療所
260704765,医療法人社団　小室整形外科医院
260704773,医療法人　寺内整形外科診療所
260704781,医療法人　中安皮膚科診療所
260704799,医療法人社団寿光会　竹腰医院
260704831,医療法人社団　堀部耳鼻咽喉科医院
260704849,医療法人　岩田医院
260704856,医療法人　岡田医院
260704864,医療法人　米林眼科医院
260704872,医療法人社団　宮尾眼科
260704880,医療法人　國枝医院
260704922,大塚診療所
260704955,医療法人　高島診療所
260704963,医療法人　神谷耳鼻咽喉科医院
260704971,医療法人社団　斎藤医院
260704989,松本医院
260705002,マツダ眼科クリニック
260705036,大杉医院
260705051,医療法人　澤野医院堀池診療所
260705069,菱本整形外科医院
260705077,石郷岡眼科医院
260705085,医療法人社団　草場医院
260705093,医療法人　坂本医院
260705101,医療法人　清水医院
260705200,岩田整形外科医院
260705234,衣笠医院
260705267,またの整形外科
260705275,山田医院
260705283,岩瀬医院
260705291,医療法人　川村医院
260705317,耳鼻咽喉科・アレルギー科森戸医院
260705325,医療法人　大塚医院
260705440,医療法人柏木産婦人科
260705465,石田医院
260705473,おかざき内科
260705481,山本医院
260705499,ささきクリニック
260705531,医療法人花房医院
260705549,医療法人竹内小児科医院
260705564,斉藤医院
260705572,かねみつ医院
260705598,玉置皮膚科医院
260705606,医療法人石島医院
260705614,ローム株式会社診療所
260705648,松本眼科クリニック
260705655,田渕内科医院
260705671,ウケタ医院
260705689,医療法人上嶋小児科アレルギー科医院
260705705,社会医療法人太秦病院附属うずまさ診療所
260705713,医療法人坂本医院　サンコール診療所
260705747,すずき皮フ科クリニック
260705754,医療法人　河端病院
260705770,医療法人　井上こどもクリニック
260705796,医療法人医全会　渡辺医院
260705804,すどう小児科医院
260705820,市田医院
260705846,医療法人社団　聡樹会　まさき医院
260705853,宮下医院
260705861,医療法人朋生会　中尾クリニック
260705879,土橋医院
260705895,医療法人おくい診療所
260705929,ささもと眼科
260705945,四方医院
260705960,嵯峨嵐山・田中クリニック
260705978,勝馬内科医院
260705986,医療法人三幸会　三幸会うずまさクリニック
260705994,医療法人　岡本診療所
260706000,公益社団法人京都保健会　かどの三条こども診療所
260706018,医療法人青進会　景山医院
260706042,山本クリニック
260706067,井本医院
260706117,医療法人優和会　宮元産婦人科医院
260706125,一般財団法人　泉谷病院
260706133,進藤耳鼻咽喉科
260706158,松木皮膚科クリニック
260706166,たけさこクリニック
260706174,安田内科医院
260706182,医療法人社団松仁会　内田病院
260706190,医療法人平盛会　耳鼻咽喉科　平杉クリニック
260706208,今村眼科クリニック
260706216,丸山医院
260706232,市田皮ふ科クリニック
260706240,医療法人　たけだ診療所
260706257,西田眼科クリニック
260706265,医療法人社団啓政会　梶山内科クリニック
260706273,医療法人　産婦人科細田クリニック
260706281,井上医院
260706299,医療法人　竜安寺クリニック
260706307,こうのレディースクリニック
260706315,田辺メンタルクリニック
260706323,今林医院
260706331,にしかわクリニック
260706349,細田内科医院
260706356,医療法人てらぞの医院
260706372,たまい内科クリニック
260706398,西大丸診療所
260706406,かねみつ内科クリニック
260706414,古谷医院
260706422,医療法人きらめき会　大井整形外科
260706430,矢間酒井診療所
260706448,医療法人河合敬一皮膚科医院
260706463,中原ひろし小児科
260706471,よねばやし皮フ科クリニック
260706489,京都市山国診療所
260706497,京都市黒田診療所
260706505,京都市細野診療所
260706513,京都市宇津診療所
260706521,おおにし耳鼻咽喉科クリニック
260706539,社会医療法人太秦病院附属うずまさ第二診療所
260706547,社会福祉法人嵐山寮うたの診療所
260706554,とみやま医院
260706562,としもりクリニック
260706570,すずき耳鼻咽喉科医院
260706588,医療法人さとこレディスクリニック
260711091,財団法人　高雄病院
260800258,土居医院
260800324,太田医院
260800654,中島眼科医院
260800969,医療法人　三聖病院
260801074,京都女子大学総務部健康管理センター診療所
260802791,平林医院
260802965,斎藤診療所
260803013,社団法人信和会　東山診療所
260803401,医療法人社団育生会　久野病院
260803575,馬場内科医院
260803591,医療法人社団育生会　第二久野病院
260803617,河合医院
260803658,太田内科診療所
260803708,名和医院
260803724,長村医院
260803773,社会福祉法人　洛東園診療所
260803849,京都市三条診療所
260803872,谷口医院
260803880,医療法人　中西眼科医院
260803914,小林皮膚科医院
260803930,いしい医院
260803948,岡田医院
260803963,奥沢眼科医院
260803971,ヒグチ皮フ科医院
260803997,黄原医院
260804003,久山眼科医院
260804011,川合診療所
260804060,大本医院
260804078,医療法人慈友会　今井診療所
260804094,武藤医院
260804102,中嶋外科・整形外科医院
260804110,いわさき整形外科医院
260804128,医療法人　武藤医院
260804136,はしひら医院
260804144,あずみ医院
260804151,和田内科医院
260804185,堀内医院
260804193,木形成外科
260804201,那須内科診療所
260804235,医療法人静仁会　堀井医院
260804243,東原医院
260804250,おちあい医院
260804268,島川医院
260804276,医療法人社団　ごとう医院
260804334,新谷医院
260804342,嶋田医院
260804359,医療法人社団医眞会　タケダ腎クリニック
260804391,林医院
260804409,手越医院
260804417,岸本クリニック
260804425,たてもと耳鼻咽喉科クリニック
260804433,医療法人社団礒田内科医院
260804441,中村クリニック
260804458,鈴木形成外科
260804482,医療法人　原田病院
260900371,医療法人　大岡医院稲荷診療所
260900389,医療法人財団医道会　稲荷山病院
260900421,社会医療法人岡本病院（財団）第一岡本病院
260901007,医療法人仁寿会　中津川内科診療所
260901338,医療法人　清水会　京都伏見しみず病院
260901437,医療法人健康会　伏見診療所
260901528,林戸耳鼻咽喉科医院
260901585,医療法人健康会　三栖診療所
260901866,医療法人　桜花会　醍醐病院
260902153,川勝医院
260902245,社会医療法人弘仁会　大島病院
260902344,龍谷大学診療所
260902518,辻医院
260902633,財団法人真和会　京都大橋総合病院
260902666,小林医院
260902880,浜耳鼻咽喉科医院
260902930,仁科医院
260902955,小寺医院
260903011,いしだ小児科医院
260903045,蘇生会総合病院
260903052,尾藤医院
260903078,社会福祉法人　同和園附属診療所
260903086,半田医院
260903102,河野医院
260903326,清益小児科医院
260903367,医療法人医仁会　武田総合病院
260903375,小河医院
260903391,ほそみ医院
260903490,栗原医院
260903524,西尾医院
260903573,京都老人ホーム診療所
260903581,中本医院
260903615,若泉小児科医院
260903656,池田産婦人科医院
260903664,杉の下医院
260903755,小泉医院
260903797,阿原医院
260903813,おちあい医院
260903839,末木医院
260903862,福井外科医院
260903888,社会福祉法人　清和園城南ホーム診療所
260903920,太田整形外科医院
260903946,京都城南診療所
260903953,松田医院
260903961,京都府精神保健福祉総合センター
260903979,めかた医院
260903995,医療法人松寿会　共和病院
260904035,松本医院
260904043,耳鼻咽喉科牧野医院
260904050,社会福祉法人　フジの会診療所
260904092,小森医院
260904183,町田小児科内科医院
260904209,安藤耳鼻咽喉科医院
260904258,平井産婦人科医院
260904266,辻医院
260904316,渡辺小児科医院
260904332,医療法人社団　中部産婦人科医院
260904431,財団法人仁風会　京都南西病院
260904480,辻整形外科医院
260904498,医療法人社団　依田医院
260904530,医療法人社団　石原産婦人科
260904555,医療法人社団　弘田医院
260904563,医療法人社団　弓削眼科診療所
260904589,医療法人　植田眼科診療所
260904597,産科・婦人科田中医院
260904621,木谷医院
260904654,医療法人　大塚診療所
260904670,医療法人社団　來須医院
260904696,医療法人　京町太田医院
260904720,医療法人社団　木村医院
260904738,医療法人緑萌会　辻医院
260904746,医療法人社団　黒田医院
260904753,医療法人　藤田産科・婦人科医院
260904761,医療法人社団不文会　泉川医院
260904779,医療法人　坂東医院
260904795,医療法人鴻山会　水田医院
260904803,伴整形外科医院
260904829,堀田医院
260904837,医療法人菱和会　菱本医院
260904845,医療法人社団　林医院
260904860,医療法人社団　沖医院
260904878,医療法人　耳鼻咽喉科大城医院
260904886,医療法人　西村耳鼻咽喉科医院
260904894,医療法人三和会　平松診療所
260904910,医療法人　岸田医院
260904944,高安医院
260904969,宮谷眼科医院
260905016,医療法人社団　秋山医院
260905024,医療法人　北村医院
260905032,西村医院
260905057,医療法人至誠会　西村医院
260905099,宮田眼科医院
260905107,医療法人　吉松医院
260905156,医療法人　五木田病院
260905164,医療法人社団　林整形外科医院
260905172,医療法人　古川医院
260905180,小川医院
260905206,医療法人敬志会　ぐしけん医院
260905214,宮本整形外科診療所
260905230,根来眼科医院
260905255,眼科田中医院
260905289,羽場医院
260905370,仁木医院
260905420,医療法人　松本眼科
260905438,飯田眼科医院
260905461,きむら内科医院
260905479,吉田医院
260905487,くぼ眼科医院
260905511,西川医院
260905529,浅山眼科医院
260905537,石川整形外科医院
